2024-0515 	14:30:03	40c87bb0-ee7f-4a20-88dd-ce5f319556aa	GET  null /
2024-0528 	19:22:59	21e4ac1b-f017-442f-a835-ba71b7713e56	GET  http://localhost:3000 /products/5
2024-0528 	19:22:59	941fe2cf-6044-4027-97ff-c4201c1947f1	GET  http://localhost:3000 /products/5
2024-0528 	20:02:58	d9051992-f6ac-4566-859d-9e3b07c6a0cb	POST  undefined /register
2024-0528 	20:03:14	0b4ee5a4-c425-454b-8f47-da13d4cb5260	POST  undefined /register
2024-0528 	21:34:58	5aa0d36e-ae30-4a7d-ac99-27dd39f3ac2b	POST  undefined /register
2024-0528 	21:38:22	f998260c-35ef-4504-b8f6-df375deb749f	POST  undefined /register
2024-0528 	21:39:52	6a4a6494-72c2-4c3c-a235-4a075193b3c2	POST  undefined /register
2024-0528 	21:41:03	a356d972-6702-4820-a788-7a03253d8971	POST  undefined /register
2024-0528 	21:42:16	38b51f1f-8a09-4da6-ab79-1a9c1c5e6d8f	POST  undefined /register
2024-0528 	21:42:56	0df957b1-8275-4ac5-9627-3cb0e31e05fd	POST  undefined /register
2024-0528 	21:46:33	00ade27d-fd38-4cee-8d51-398f6c71c9df	POST  undefined /register
2024-0528 	21:46:42	50968318-d609-4374-8fd6-a86b67e8915c	POST  undefined /register
2024-0528 	21:46:52	5309177e-07e3-4678-9de8-321e32918e73	POST  undefined /register
2024-0528 	21:47:17	38e18857-afab-4517-8279-3f3f55ed6d4b	POST  undefined /register
2024-0528 	21:47:41	2235c0de-ae8e-4b34-bfe5-6c99e509aa2c	POST  undefined /register
2024-0528 	21:48:36	6d78c2ae-9d38-4ccc-b665-940dcb68d318	POST  undefined /register
2024-0528 	21:56:08	223ca9c4-7c08-4af1-aebe-12594b1ecc81	POST  undefined /register
2024-0528 	22:05:30	be59b4d2-4079-409f-a853-517998a721d0	POST  undefined /register
2024-0528 	22:07:09	41b2a111-fa4c-4a77-8b71-832c2db07b64	POST  undefined /register
2024-0528 	22:07:27	936a0d54-7364-4dd7-9621-dddab9f49c10	POST  undefined /register
2024-0528 	22:20:56	2623d217-9f60-44cd-8484-63fe45c7d7db	POST  undefined /register
2024-0528 	22:21:52	4160efa7-3b4e-485c-9d8e-43d323cd403e	POST  undefined /register
2024-0528 	22:22:21	2f73ae56-4288-4581-bb08-474139edb9f1	POST  undefined /register
2024-0528 	22:22:58	855b8ccd-e2c1-416f-b9bc-1272a8397aa2	POST  undefined /register
2024-0528 	22:24:15	d40b9b16-cd64-4047-8190-337edfecd5cd	POST  undefined /register
2024-0528 	22:24:39	d0242c75-9360-4e92-9e1f-eb1778c5f7b7	POST  undefined /register
2024-0528 	22:24:40	118df30e-cec4-4e92-bf65-1dad59185d00	POST  undefined /register
2024-0528 	22:24:42	018d3c47-dae0-4fee-93c7-6ad8e66779db	POST  undefined /register
2024-0528 	22:34:35	8132c2b8-d305-47e5-9ba3-52b245c45c53	POST  undefined /register
2024-0528 	22:35:37	73615447-eb1b-489c-87c7-538c0b038c91	POST  undefined /register
2024-0528 	22:37:31	dd438e3f-7d23-4b31-a790-d25c310408ba	POST  undefined /register
2024-0528 	22:37:58	9f0b6f97-894b-43cd-acc1-20f57021dd8d	POST  undefined /register
2024-0528 	22:39:52	11fb687e-28ef-413f-a3db-09deb0369638	POST  undefined /register
2024-0528 	22:40:18	7d0471fd-3593-4894-bbfa-42bb1dfd67a3	POST  undefined /register
2024-0528 	22:40:41	38a7e812-d9ef-494c-a20e-4c19828454d0	POST  undefined /register
2024-0528 	22:40:54	90e8a3c5-010e-45e1-b095-308a8dc2bc57	POST  undefined /register
2024-0528 	22:41:51	f30af6fe-42e1-4e65-b7b9-1b3f2130be54	POST  undefined /register
2024-0528 	22:42:27	229e1984-dc3a-49f2-bb6d-7b2c4fe7e1e2	POST  undefined /register
2024-0528 	22:42:36	1333833e-bab9-44f5-834a-5a9e330276b8	POST  undefined /register
2024-0528 	23:34:52	bf362834-8b46-4e94-a163-423310cbd7b8	POST  undefined /register
2024-0528 	23:35:38	45727721-5179-4d1e-ab85-413feea8a0b3	POST  undefined /register
2024-0528 	23:42:54	99828d60-67ad-430e-bc55-64c4dbe76c07	POST  undefined /register
2024-0528 	23:43:33	8cf03c9b-98f8-4cf7-89a2-261d42be4062	POST  undefined /register
2024-0528 	23:44:07	cb8cd015-35e5-4cb6-bc53-e1046b761d5e	POST  undefined /register
2024-0528 	23:44:34	fe0f94bd-0570-4110-965a-e42bbfcc4767	POST  undefined /register
2024-0528 	23:47:38	df277b7a-2cdc-4f72-9da3-421273f57f27	POST  undefined /register
2024-0528 	23:48:21	d1d90b60-a9e0-438a-9f31-51dec796c2f8	POST  undefined /register
2024-0528 	23:48:55	5f55000d-f9bb-4b0a-bd43-42f596f780e7	POST  undefined /register
2024-0528 	23:49:48	f111cdf2-dc1a-49c0-ba38-ac7e139f8711	POST  undefined /register
2024-0528 	23:50:06	93499f4b-b142-4b88-97f2-15c396ae1c63	POST  undefined /register
2024-0528 	23:50:31	f7619fae-7f62-4d23-84af-1248e5c2de72	POST  undefined /register
2024-0528 	23:50:34	f82b6f5e-6665-4121-83ff-4cecfc9ac6b3	POST  undefined /register
2024-0528 	23:50:47	b413b217-1259-4dc9-a8c3-93e945e290e1	POST  undefined /register
2024-0528 	23:50:52	a4cd51e9-1e1a-413e-96e4-65270354c194	POST  undefined /register
2024-0528 	23:51:05	4e387aed-de39-40c1-8d1e-45fa3a1a5c98	POST  undefined /register
2024-0529 	00:00:15	1c333941-05b0-4d66-89a5-cad5684b0952	POST  undefined /register
2024-0529 	00:00:23	764a1cb9-03bb-4eae-9ef6-3692b87b1bab	POST  undefined /register
2024-0529 	00:00:40	a7a71b8b-298e-4afb-95f3-d771c86e89b2	POST  undefined /register
2024-0529 	00:01:07	e7c58a15-a755-4a23-9a7e-e3b60a3b3b91	POST  undefined /register
2024-0529 	00:01:57	30732c0a-78f4-45d5-a90c-323840daa98e	POST  undefined /register
2024-0529 	00:02:20	99c07a6c-1b6c-4149-8057-1969b72bf12f	POST  undefined /register
2024-0529 	00:02:36	9aa5e4ab-5b61-4f05-bc19-7735b547aa55	POST  undefined /register
2024-0529 	00:02:38	5ce431d5-6ee0-4748-a190-b8b21bc4a177	POST  undefined /register
2024-0529 	00:03:19	9ce981da-be91-491b-85bc-58d9f73afa52	POST  undefined /register
2024-0529 	00:11:10	e8d2b116-2c95-4381-9e42-6fa9900a9080	POST  undefined /register
2024-0529 	00:11:37	987e596b-25b6-41e8-858d-0efd6f917d67	POST  undefined /register
2024-0529 	00:11:38	62fe66a3-a1a7-40ca-baee-8448438c97a0	POST  undefined /register
2024-0529 	00:12:06	b34db120-2eb1-47d9-8d9f-2e38a089ce84	POST  undefined /register
2024-0529 	00:12:55	5f77c05e-cbc1-4975-b8b5-94ea6f2ff9a4	POST  undefined /register
2024-0529 	00:14:29	742eca2b-0480-448b-8b85-95d1ac881b85	POST  undefined /register
2024-0529 	00:14:55	5e7d4fa0-b19e-4292-9c73-f9a34a177410	POST  undefined /register
2024-0529 	00:14:56	080e9ac2-ddf4-41c6-adbd-3a2190d47c6d	POST  undefined /register
2024-0529 	00:15:32	f035de90-4a81-4a55-8b20-04d9920624c0	POST  undefined /register
2024-0529 	00:43:34	155f2a97-ed88-4655-929f-9ac114b8d3b1	POST  undefined /register
2024-0529 	00:44:04	887f3a00-1576-4a24-82fd-985a02f12957	POST  undefined /register
2024-0529 	00:47:32	297daab8-6af1-4f2b-8d1e-d7805c4f944e	POST  undefined /register
2024-0529 	00:48:10	acdc3ac7-9c54-42b6-884a-3a176943a028	POST  undefined /register
2024-0529 	00:50:01	aea1a661-67e1-43b0-b0af-4cfa944e47a8	POST  undefined /register
2024-0529 	00:50:46	43c0b0ad-8b21-4379-b5d4-cf10d4124090	POST  undefined /register
2024-0529 	01:05:57	f3684d0d-de46-437a-bef0-52d203553a49	POST  undefined /register
2024-0529 	01:11:21	efaf44c3-c516-4314-8af9-4dbc99e94f4d	POST  undefined /register
2024-0529 	01:21:37	1eb6d45c-0c5d-4dc6-9aea-34026503525c	POST  undefined /register
2024-0529 	01:32:05	045949ae-2301-4f2a-92ac-a0fae877bb5b	POST  undefined /register
2024-0529 	01:33:16	6415c105-60cb-44a5-b50b-35493ecee003	POST  undefined /register
2024-0529 	01:40:45	b879be86-dfdb-4e18-9e73-183574666e90	POST  undefined /register
2024-0529 	01:41:30	38a526d4-f279-41df-878d-50edec7cd39a	POST  undefined /register
2024-0529 	01:41:48	7f8a0fcb-bd1a-4cea-884f-dee2ff0d19e9	POST  undefined /register
2024-0529 	02:08:04	69ede4e0-a348-40cf-b064-39b4e54a19f0	POST  undefined /register
2024-0529 	02:08:36	26139815-5c7e-4df0-b3a6-d74e985bdc58	POST  undefined /register
2024-0529 	02:10:31	4d3af43d-91cc-4dc3-8eec-06884a2994f7	POST  undefined /register
2024-0529 	02:11:41	bd3f526a-e0b1-46ab-80e3-d475580078f1	POST  undefined /auth
2024-0529 	02:14:03	9cda96a2-db9c-4b60-ad4c-47666e2c30cc	POST  undefined /auth
2024-0529 	02:14:04	5bd5ca66-85ad-47c9-b4ad-bbc01f77d7ee	POST  undefined /auth
2024-0529 	02:15:48	82df9749-1dd2-49f5-a2ea-7cc41944383a	POST  undefined /auth
2024-0529 	02:17:13	9a9dd3f8-fc89-4a91-a7a9-820d227a7a40	POST  undefined /auth
2024-0529 	02:18:09	be6ea06d-c0ba-420e-9e94-bc091021fc55	POST  undefined /auth
2024-0529 	02:18:53	83f3e6fd-8f27-476f-8dfd-26dd8fc8fc04	POST  undefined /register
2024-0529 	02:19:20	5177c8d7-fd96-4d81-a9b6-8bf914bede69	POST  undefined /register
2024-0529 	02:19:26	dc3a040b-df1a-47f2-ada4-44cd2fb08a87	POST  undefined /register
2024-0529 	02:20:56	e702a576-12cf-4900-8695-8b3e13d6fae7	POST  undefined /auth
2024-0529 	02:23:12	79606829-8335-4bdb-838f-01264cc0f97c	POST  undefined /register
2024-0529 	02:24:07	335cdc25-f0b0-4c48-93d3-7b3f84a25171	POST  undefined /auth
2024-0529 	13:06:51	aca12eb1-7538-409e-8169-5735952c9b7c	POST  undefined /auth
2024-0529 	13:08:31	823a9fee-d04f-4de3-b113-0837f0ecd43d	POST  undefined /auth
2024-0529 	13:13:24	8ea4fce8-a560-47e7-896a-e79a2c93cb35	POST  undefined /auth
2024-0529 	13:14:02	53b2bcd9-eaff-4e69-b4a7-227329db7199	POST  undefined /auth
2024-0529 	13:14:16	3873482a-315c-4e52-8f09-05269be5c558	POST  undefined /auth
2024-0529 	13:15:01	eab6c3d9-9038-4cb2-8cf1-584f5edfbb47	POST  undefined /auth
2024-0529 	13:17:32	6820fd41-9194-4ffe-9b85-5935d08a3406	POST  undefined /register
2024-0529 	13:25:01	5d8242ee-9d86-46ac-a21f-06d59b5085c9	POST  undefined /register
2024-0529 	13:25:41	4f6c7257-6312-471b-bbd3-cb05beb9aa4c	POST  undefined /register
2024-0529 	13:25:45	37c285ef-30b6-40bf-b779-7220a5cd101a	POST  undefined /register
2024-0529 	13:25:46	26f76b96-e045-4067-a9b2-05739012bae3	POST  undefined /register
2024-0529 	13:25:49	9db46049-e73f-47ed-b9a1-69e519f5478f	POST  undefined /register
2024-0529 	13:27:47	a3b8135d-e4db-4893-b40c-0bd85cc8153c	POST  undefined /register
2024-0529 	13:28:19	437a5e94-8315-409d-85dd-45001d522070	POST  undefined /auth
2024-0529 	13:29:09	94f1e588-bb90-43f3-a5d4-e24faf8f8487	POST  undefined /auth
2024-0529 	13:31:24	e9aae2b7-186e-4a22-8b5d-1deccfef8dc0	POST  undefined /auth
2024-0529 	13:46:24	0ec0eb35-a0e5-4c53-8538-afbcb112a48d	POST  undefined /register
2024-0529 	13:46:32	20f82c15-b13b-488a-b635-b875fe4501ef	POST  undefined /register
2024-0529 	13:47:19	feddd1b8-135d-432b-9ccb-45d89d22eadb	POST  undefined /register
2024-0529 	13:48:34	b37e0ee0-c803-4792-8dc0-7e3722d29833	POST  undefined /register
2024-0529 	13:49:54	9f96c3fe-ce48-4e3b-a46f-2fb1995a9ba9	POST  undefined /auth
2024-0529 	13:53:13	c33815e0-853f-4c7e-83d6-2ab3cef055a9	POST  undefined /auth
2024-0529 	13:54:51	ac0b3b5c-df51-47dd-90e0-a8039119ad78	POST  undefined /auth
2024-0529 	13:55:46	f0d4c90f-8492-4361-a15d-415f3f282669	POST  undefined /auth
2024-0529 	13:56:17	40eb3373-629d-4da7-8635-9601aacd2c8d	POST  undefined /auth
2024-0529 	13:56:42	0e810b5d-10de-48f8-8eb1-8ae69d54e3aa	POST  undefined /auth
2024-0529 	13:57:25	b60d473f-49ad-41a1-80c7-2f523149e8cb	POST  undefined /auth
2024-0529 	14:04:01	4c386bc9-bafc-4f79-8831-9066ab2b2083	POST  undefined /auth
2024-0529 	14:05:49	56c27e35-7a7b-4aab-be97-22367724e6e4	POST  undefined /auth
2024-0529 	14:06:47	2befdc70-7cc0-4329-a404-0b5e1315b5f5	POST  undefined /auth
2024-0529 	14:06:49	a1eaffbc-cd9c-468e-b245-ab300e0dba8d	POST  undefined /auth
2024-0529 	14:07:28	9fa8fd8a-4ff7-40b6-92ab-0033ab9f0b7b	POST  undefined /auth
2024-0529 	14:08:11	6dd9e1f6-a3ac-4c12-a8be-d0de4f89d951	POST  undefined /auth
2024-0529 	14:10:45	f4f8d11e-2159-476b-a03a-ed16a060823a	POST  undefined /register
2024-0529 	14:13:00	550b470a-af7b-4260-b333-b51875ca380c	POST  undefined /auth
2024-0529 	14:13:25	b89333ef-f1ba-4409-9271-13437daac184	POST  undefined /auth
2024-0529 	14:13:27	ffe056e3-144e-4bd9-85a4-8830ed330dd0	POST  undefined /auth
2024-0529 	14:14:08	b7b681b0-7a7d-4330-87ce-de208964c85d	POST  undefined /auth
2024-0529 	14:14:28	a64dd9ef-64a4-4fdd-a121-b46d1adb39f6	POST  undefined /auth
2024-0529 	14:15:26	27509925-4f32-4121-8016-bb3bda6c79a1	POST  undefined /register
2024-0529 	14:15:47	85134369-29a9-48bd-8572-ed4f7e32ec46	POST  undefined /auth
2024-0529 	14:17:07	49dcce5c-1589-443b-80c5-97fada9326b0	POST  undefined /auth
2024-0529 	14:20:42	2207dde4-5168-42da-afa8-11f185784805	POST  undefined /auth
2024-0529 	14:26:04	10ce1975-3635-4ca6-a482-36d03bcfd848	POST  undefined /auth
2024-0529 	14:27:29	a1207688-b81e-4fd8-a7eb-de7cd15d0b4c	POST  undefined /auth
2024-0529 	20:30:08	0b753175-a05b-4f27-a265-5dde9dfe3bae	POST  undefined /auth
2024-0529 	20:31:25	37035f42-bcac-4f1c-a527-a04229a97bce	POST  undefined /auth
2024-0529 	20:34:01	6645cf79-822f-4310-b44a-4a237c390c42	POST  undefined /auth
2024-0529 	20:34:21	1e7d7ec2-87b0-4f54-ba35-f13a01464abe	POST  undefined /auth
2024-0529 	20:34:47	c2652fb1-c810-4069-ae15-b1770b952617	POST  undefined /auth
2024-0529 	20:35:52	89ccfd24-b9b5-4409-b2a4-84d2d282704c	POST  undefined /auth
2024-0529 	20:36:48	07dbe423-c22c-4674-82cd-fd0da99998b1	POST  undefined /auth
2024-0529 	20:45:59	07251821-50a3-422e-b7da-d7f9d9d51cb7	POST  undefined /auth
2024-0529 	20:50:00	351a8f42-59d7-42cf-8479-f756c3611335	POST  undefined /auth
2024-0529 	20:57:13	dd1a7c2e-bbf4-4135-a9e7-3a82d82f7f64	POST  undefined /auth
2024-0529 	21:06:01	76c02843-713c-41cc-99e0-0ba39a474459	POST  undefined /auth
2024-0529 	21:06:21	cf863a1f-4dd6-4586-af78-444cc4b6f152	POST  undefined /auth
2024-0529 	21:07:34	db6b794a-6799-438f-a4c7-897a3865f8b7	POST  undefined /auth
2024-0529 	21:08:05	ca1bf0d6-e7df-4c8a-90a5-d5fcf4d5700f	POST  undefined /auth
2024-0529 	21:09:05	be6558b9-c38e-4123-8a89-2fbb5942645b	POST  undefined /auth
2024-0529 	21:09:24	f69d21d3-fc52-45d0-b30f-e6a1cc8aba17	POST  undefined /auth
2024-0529 	21:10:05	8f826b7f-4dd3-4e89-b4cd-e0cc7cc7d444	POST  undefined /auth
2024-0529 	21:10:36	87a97201-265a-442f-833e-e42961ac6a1c	POST  undefined /auth
2024-0529 	21:10:46	1e353606-e3d5-4b02-8a2d-af0e499e12c2	POST  undefined /auth
2024-0529 	21:12:35	4402967c-501a-472c-bfc8-2ab9ac26ed3f	POST  undefined /auth
2024-0529 	21:26:33	d54f326a-26e0-4384-9ecd-20b137235794	POST  undefined /auth
2024-0529 	21:27:01	93573ad9-d87c-45ab-96fd-d4c3061ee0f2	POST  undefined /auth
2024-0529 	21:28:11	24bee615-fad9-4ed3-8618-2b736aaa6838	POST  undefined /auth
2024-0529 	21:30:22	91ce09c5-ae9e-49ea-9da9-c1dc6eacf127	POST  undefined /auth
2024-0529 	21:31:52	57d4da7e-fc49-4254-a414-288957a0a4b7	POST  undefined /auth
2024-0529 	21:32:47	d59baede-3d8c-478a-a809-b7cc498dd8cf	POST  undefined /auth
2024-0529 	21:37:13	c410ca90-65c5-468c-84bf-183974bf7968	POST  undefined /register
2024-0529 	21:37:38	f3839b0f-67c5-48fe-8817-324331f3fa2b	POST  undefined /register
2024-0529 	21:38:01	2b17d60f-f610-4244-963e-b30b156468bb	POST  undefined /register
2024-0529 	21:48:32	cd8b33a4-016c-4f61-b899-4f9d942a7531	POST  undefined /auth
2024-0529 	21:49:01	f63dc12a-4fe8-4bea-a569-37e39f1f6ed5	POST  undefined /auth
2024-0529 	22:32:32	0e3d5ba9-f740-4703-b102-c1100be6fb89	POST  undefined /products
2024-0529 	22:33:38	10d0021c-d46c-446c-899a-66f7993a54ca	POST  undefined /products
2024-0529 	22:34:38	2ddb05a5-1d0d-48a1-88a7-d0e220424ef4	POST  undefined /products
2024-0529 	22:35:22	1ba3afed-21e3-471f-bb2c-fb1bb6867c2d	POST  undefined /products
2024-0529 	22:42:04	19b7f141-f58f-406e-9d9d-87cedfc19e61	PUT  undefined /products
2024-0529 	22:42:38	ecf583ea-5cdb-4e37-91b7-6f153e74cd8f	PUT  undefined /products
2024-0529 	22:45:55	1056c1a0-b911-4b91-aa0c-57bbb5ffc3cd	PUT  undefined /products
2024-0529 	22:46:16	bd776064-d0ce-4c8c-9b8c-c418bd3ee286	PUT  undefined /products
2024-0529 	22:46:33	10ec37c6-2782-4b32-8068-09b9e463c096	PUT  undefined /products
2024-0529 	22:47:43	8b8ef0fb-f33f-4718-ac81-4b74218e5df4	PUT  undefined /products
2024-0529 	22:49:03	dbadecad-018b-4736-a25e-5ed5cbc08e8e	PUT  undefined /products
2024-0529 	22:49:24	40898b29-827b-434f-b1f3-bd1401d172b9	PUT  undefined /products
2024-0529 	22:50:00	9426f8f1-0166-4dd9-8047-251b90efa044	PUT  undefined /products
2024-0529 	22:50:21	ad2acf3b-5afa-4bf4-aee2-3343394f13d9	PUT  undefined /products
2024-0529 	22:51:24	27c1a8c2-703e-4b6c-a0b1-2333267c246f	PUT  undefined /products
2024-0529 	22:52:32	4abae8c6-8462-4afd-8b1a-3c4c8f5b08f5	PUT  undefined /products
2024-0529 	22:55:23	cdb810fb-901d-4a27-9521-1604e70079c8	PUT  undefined /products
2024-0529 	22:57:29	6a798f2a-7ac8-449b-875d-e3f2d37e522c	PUT  undefined /products
2024-0529 	22:59:14	410461cf-b767-489e-8e61-9847c98c98a8	PUT  undefined /products
2024-0529 	23:00:47	7979e624-6460-41f2-9862-f3eebf679aa6	PUT  undefined /products
2024-0529 	23:00:48	d883862c-0902-4cd8-944a-8af12de4a9da	PUT  undefined /products
2024-0529 	23:01:28	faf1c7cc-6c29-4df3-be29-679780386348	PUT  undefined /products
2024-0529 	23:02:00	a275fc9d-6542-4785-adab-ba4b12312b7e	PUT  undefined /products
2024-0529 	23:04:30	5d954511-c77d-4513-b54a-a801c29e7533	DELETE  undefined /products
2024-0529 	23:05:12	0c108504-ef91-41e4-8567-4baa40166d91	DELETE  undefined /products
2024-0529 	23:18:32	5b1cb938-f8e2-4636-a126-7cd381602547	GET  undefined /products
2024-0529 	23:19:14	a1b623fc-ee26-484e-93b9-8e3529eb09ee	POST  undefined /auth
2024-0529 	23:20:08	74cd8c6e-086c-4037-892e-c929ce2d4b05	GET  undefined /products
2024-0529 	23:20:38	951212ed-f02f-4aab-95c9-5f82e136b866	GET  undefined /products
2024-0529 	23:24:42	902a9a48-b90b-4ec7-a60c-89c61d94e655	GET  undefined /products/1
2024-0529 	23:25:10	cecd3023-a7df-41c4-9e65-cac19ebd015f	GET  undefined /products/1
2024-0529 	23:25:21	0822a48f-405f-4df8-9b43-7b294af6cd7f	GET  undefined /products/5
2024-0529 	23:35:25	8d0b530d-8973-4fcf-8a29-23b658957331	GET  undefined /products/5
2024-0529 	23:35:42	17780008-a8b9-4589-ba02-84ad6996253b	GET  undefined /products/5
2024-0529 	23:35:54	75b4f87c-b2ac-4db9-83a6-fadedd0cdb53	GET  undefined /products/5
2024-0529 	23:35:56	5910cb3f-7701-437c-a801-071e2aa327ef	GET  undefined /products/5
2024-0529 	23:35:57	2212354a-a747-4115-b73c-7dec5e3c8b11	GET  undefined /products/5
2024-0529 	23:36:13	ceaafd0f-ba36-453f-a20d-44f2b18695ae	GET  undefined /products/5
2024-0529 	23:40:09	866dd55d-ee12-43b9-9d35-5623b345d1c3	GET  undefined /products/5
2024-0529 	23:40:32	6b09da9a-6a87-4e73-9bb7-b770406d171d	GET  undefined /products/66577c0afc9ae3daa422d6be
2024-0529 	23:44:54	64287d68-9840-491c-9eb3-1d8654c4c076	PUT  undefined /products/
